GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "35000" ,"New Mexico",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",344,451,504,546,587,601,647,639,701,781,746,834,853,864,917,978,999,1022,1022,1077,1108
 "35000" ,"New Mexico",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",1420,1594,1697,1785,1870,1934,2049,2125,2325,2477,2481,2645,2760,2848,2963,3109,3167,3279,3412,3628,3772
 "35000" ,"New Mexico",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1077,1144,1193,1239,1284,1333,1403,1486,1623,1696,1735,1811,1907,1984,2046,2131,2168,2257,2390,2551,2664
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",22269,23450,24805,26461,27447,28225,29653,31446,33460,35264,36810,37731,37052,38103,39573,40637,41897,44018,45497,47230,49291
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7035,7304,7821,8294,8583,8807,9210,9734,10302,10720,11084,11105,10534,10948,11521,11697,12069,12567,12756,12939,13491
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",1988,2140,2332,2485,2598,2725,2845,3000,3107,3173,3312,3130,2881,2945,3050,3083,3189,3313,3368,3417,3583
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",662,714,772,805,856,915,957,977,970,920,944,821,775,826,871,915,946,988,1022,1035,1061
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",497,535,595,652,684,722,739,807,845,878,924,900,811,822,848,859,890,915,941,969,1009
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",542,585,628,666,701,719,753,791,835,867,899,871,783,760,741,708,715,742,737,746,797
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",287,308,337,361,357,369,395,424,457,508,545,538,512,537,590,601,637,668,668,667,716
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",5047,5164,5489,5809,5985,6082,6366,6735,7195,7547,7771,7974,7653,8003,8471,8613,8881,9254,9388,9522,9908
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1483,1490,1568,1624,1697,1736,1797,1884,2044,2121,2200,2285,2297,2378,2475,2555,2623,2708,2777,2836,2904
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",1195,1231,1301,1340,1317,1321,1341,1385,1442,1522,1522,1489,1405,1485,1607,1656,1743,1786,1790,1802,1816
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",371,319,346,441,425,401,481,560,664,740,798,922,680,775,923,892,886,857,661,570,634
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1997,2125,2274,2405,2547,2624,2747,2906,3044,3164,3252,3280,3271,3366,3465,3510,3628,3903,4159,4315,4553
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",15234,16145,16983,18167,18863,19419,20443,21711,23158,24543,25727,26626,26518,27155,28052,28940,29828,31451,32741,34292,35800
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",14752,15553,16351,17455,18059,18535,19525,20747,22107,23401,24564,25281,25160,25767,26595,27318,28194,29750,31041,32469,33924
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",4138,4306,4510,4752,5077,5212,5428,5660,6120,6438,6757,7010,7084,7117,7303,7372,7550,7913,8244,8475,8740
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",3464,3634,3777,3933,4197,4480,4766,5074,5274,5495,5744,5908,6184,6331,6445,6526,6661,6917,7130,7530,7953
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",1063,1130,1189,1271,1272,1228,1271,1358,1425,1506,1577,1634,1607,1656,1763,1823,1916,2048,2144,2207,2300
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",811,855,937,997,1023,1028,1083,1171,1232,1353,1434,1482,1452,1509,1533,1614,1670,1796,1905,1998,2033
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1230,1286,1383,1512,1493,1531,1630,1764,1898,2051,2194,2293,2247,2372,2527,2655,2768,2978,3134,3319,3470
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1633,1778,1946,2180,2070,2084,2172,2358,2590,2756,2891,2898,2607,2699,2838,2987,3208,3376,3540,3580,3934
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",2412,2565,2608,2812,2928,2974,3176,3362,3568,3802,3967,4056,3978,4083,4187,4341,4420,4724,4944,5360,5494
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",483,592,632,712,804,883,918,964,1050,1142,1163,1345,1358,1388,1457,1622,1634,1701,1700,1823,1876
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",2360,2461,2553,2721,2949,3181,3379,3651,3901,4151,4375,4647,4818,5007,5170,5450,5558,5804,5881,6244,6495
 "36000" ,"New York",2,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1878,1869,1922,2010,2145,2298,2461,2687,2850,3009,3212,3302,3460,3619,3713,3828,3924,4103,4181,4421,4620
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",18168,18744,19911,21166,21673,22050,22877,24016,25313,26258,27254,27473,26811,27486,28334,29256,30018,30974,31900,32887,34152
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7539,7760,8402,8879,8935,8947,9229,9662,10193,10457,10757,10583,9808,10163,10563,11042,11439,11820,11887,12055,12418
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2831,3002,3270,3361,3330,3379,3454,3612,3737,3732,3812,3439,3076,3135,3216,3377,3563,3740,3922,4040,4203
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1244,1320,1435,1451,1450,1485,1459,1481,1474,1393,1422,1184,1063,1156,1194,1283,1352,1418,1531,1575,1607
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",689,732,790,833,822,830,835,884,952,967,964,880,759,736,735,756,791,813,839,876,903
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",594,636,707,723,718,732,803,869,910,939,958,926,822,803,830,864,932,998,1030,1070,1150
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",302,315,337,355,340,332,357,379,401,433,469,448,431,440,458,474,488,511,522,518,543
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4709,4758,5133,5517,5605,5568,5775,6049,6456,6725,6944,7144,6733,7028,7347,7665,7876,8080,7965,8015,8215
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1791,1804,1915,1988,2015,2013,2026,2072,2189,2223,2341,2423,2362,2382,2390,2560,2642,2734,2795,2848,2898
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",862,884,927,952,944,892,901,910,950,963,972,923,881,905,925,941,964,981,1003,1028,1041
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",598,524,570,731,695,645,747,874,1037,1156,1186,1321,962,1137,1363,1387,1364,1303,962,864,963
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1458,1545,1721,1845,1950,2018,2102,2193,2281,2383,2445,2477,2527,2605,2669,2777,2906,3062,3205,3275,3312
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",10628,10984,11509,12287,12738,13103,13648,14354,15120,15801,16497,16890,17002,17323,17770,18214,18579,19154,20013,20832,21734
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",10384,10961,11483,12235,12665,13021,13580,14315,15085,15720,16412,16742,16885,17229,17663,18090,18445,19012,19880,20702,21611
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",2995,3118,3237,3412,3588,3700,3833,3987,4232,4371,4509,4596,4704,4794,4858,4962,5092,5319,5544,5788,5982
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",2655,2744,2850,3043,3312,3506,3712,3996,4181,4341,4475,4603,4828,4910,5058,5256,5303,5364,5589,5808,6170
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",464,494,531,566,544,516,525,543,564,577,596,580,541,554,593,604,641,673,717,754,777
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",623,661,703,720,729,729,750,790,829,887,963,1001,1016,1045,1059,1114,1139,1164,1236,1288,1342
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1167,1206,1261,1349,1344,1389,1459,1562,1655,1751,1851,1868,1830,1878,1929,2008,2054,2142,2271,2366,2415
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1214,1338,1462,1627,1546,1539,1589,1681,1797,1854,1949,1956,1844,1893,1937,1921,1975,2035,2180,2233,2372
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1266,1400,1440,1517,1603,1642,1713,1755,1827,1939,2068,2138,2121,2155,2229,2224,2240,2315,2343,2465,2553
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",244,23,26,52,73,82,68,39,36,81,85,148,117,94,107,124,134,142,133,130,123
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",1199,1271,1297,1373,1481,1585,1640,1715,1822,1967,2065,2143,2190,2210,2251,2305,2356,2437,2489,2575,2650
 "37000" ,"North Carolina",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",955,1248,1271,1321,1408,1504,1572,1676,1787,1887,1980,1995,2073,2116,2144,2180,2222,2295,2356,2445,2528
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",18600,19473,20459,21734,23127,24457,25669,27207,28824,30436,31931,33499,33757,35714,38805,42314,44293,46334,46175,45778,46713
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7678,7842,8271,8880,9331,9747,10331,10995,11668,12538,13213,13650,13175,14204,15742,17249,18200,18747,17780,16969,17170
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2972,3058,3194,3369,3598,3840,4001,4200,4314,4527,4787,4547,4613,4971,5432,6077,6300,6537,6571,6455,6499
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1323,1275,1335,1376,1508,1552,1559,1572,1551,1496,1589,1542,1623,1851,2048,2278,2391,2490,2496,2407,2392
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",612,652,668,702,730,777,816,875,945,985,1024,984,969,1016,1107,1272,1321,1374,1396,1360,1322
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",698,768,811,888,957,1082,1161,1260,1292,1440,1512,1353,1337,1376,1487,1657,1705,1737,1722,1785,1885
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",339,362,380,403,403,429,466,493,525,606,661,669,683,728,791,870,883,937,958,903,900
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4707,4784,5077,5511,5733,5907,6329,6794,7355,8011,8426,9103,8563,9233,10310,11172,11900,12210,11210,10514,10671
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1682,1695,1784,1837,1908,1983,2072,2177,2237,2330,2387,2486,2550,2567,2697,2898,3058,3065,3060,3094,3138
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",841,864,857,866,866,877,893,901,936,1015,1040,1084,1041,1111,1193,1319,1342,1410,1421,1403,1354
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",856,784,849,1101,1108,1061,1270,1511,1862,2095,2277,2734,2094,2530,3312,3698,4100,4157,3058,2354,2498
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1328,1441,1586,1707,1850,1986,2094,2206,2319,2572,2722,2799,2878,3025,3108,3257,3400,3578,3671,3663,3680
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",10922,11631,12188,12855,13796,14710,15338,16213,17156,17898,18718,19848,20582,21510,23063,25065,26093,27587,28395,28809,29543
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",10394,11015,11488,12084,12912,13748,14353,15220,16196,16897,17798,18788,19412,20276,21750,23628,24625,26083,26866,27213,27893
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",2499,2616,2764,2943,3150,3222,3351,3512,3754,3929,4117,4252,4240,4329,4565,4956,5134,5260,5598,6069,6294
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",2966,3161,3250,3388,3759,4154,4231,4500,4781,5000,5292,5679,6080,6260,6619,6835,7073,7420,7897,8192,8538
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",569,583,611,635,652,641,655,687,731,751,799,861,872,945,1103,1296,1461,1706,1606,1437,1401
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",767,785,756,796,874,969,992,1030,1059,1067,1094,1166,1235,1308,1378,1594,1743,1895,1854,1756,1745
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1116,1148,1198,1248,1272,1347,1433,1513,1627,1732,1875,1993,2076,2181,2414,2779,2918,3112,3086,2924,2856
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1062,1193,1321,1505,1523,1677,1838,2084,2257,2355,2469,2617,2593,2804,3073,3333,3456,3701,3950,3997,4125
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1416,1528,1588,1569,1681,1738,1853,1895,1986,2061,2151,2221,2315,2448,2598,2835,2841,2989,2875,2838,2935
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",528,616,700,771,884,962,985,993,960,1001,921,1060,1171,1235,1313,1438,1469,1504,1529,1596,1649
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",1738,1850,2029,2184,2397,2603,2620,2691,2710,2753,2719,2944,3194,3398,3574,3765,3813,3917,4073,4242,4417
 "38000" ,"North Dakota",4,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1210,1234,1329,1413,1513,1641,1636,1698,1751,1752,1798,1884,2023,2164,2262,2328,2344,2412,2544,2646,2768
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",19492,20525,21694,23113,24006,24836,25895,26978,28318,29325,30549,31081,30701,31705,33113,34219,34912,36086,37199,38141,39403
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7310,7618,8082,8517,8602,8864,9194,9432,9643,9838,10186,10020,9503,9951,10658,11088,11260,11461,11475,11477,11794
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2640,2818,3014,3115,3143,3272,3335,3422,3446,3412,3468,3171,2952,3046,3219,3376,3485,3606,3721,3788,3941
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1169,1224,1316,1312,1339,1368,1355,1337,1297,1194,1209,1068,1007,1097,1174,1240,1296,1383,1451,1470,1523
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",603,642,678,725,722,753,766,802,807,800,792,732,660,664,700,731,738,751,784,812,860
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",549,599,639,683,690,740,772,838,887,932,961,885,802,779,805,836,876,888,896,916,959
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",319,353,380,395,391,411,443,444,455,485,506,486,483,506,540,568,575,583,590,590,599
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4670,4800,5068,5402,5459,5591,5859,6011,6197,6426,6717,6849,6550,6906,7439,7712,7775,7856,7754,7689,7854
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1727,1747,1765,1842,1920,1973,2053,2073,2116,2144,2237,2353,2359,2411,2539,2647,2651,2685,2707,2716,2754
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",829,883,911,904,887,873,891,874,879,908,882,850,815,844,864,917,923,933,937,947,945
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",513,461,536,668,600,572,666,755,881,963,1126,1171,873,1068,1354,1406,1395,1341,1048,913,1005
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1601,1709,1856,1988,2052,2174,2249,2308,2321,2411,2474,2476,2503,2582,2681,2741,2805,2897,3062,3113,3150
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",12182,12907,13612,14596,15405,15972,16701,17546,18675,19488,20364,21061,21198,21753,22455,23131,23652,24625,25724,26664,27608
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",11604,12214,12869,13764,14458,14954,15627,16508,17572,18296,19128,19684,19792,20324,20936,21523,22001,22944,24005,24855,25747
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","  Housing and utilities",3144,3264,3445,3673,3910,4013,4181,4368,4707,4916,5091,5263,5291,5288,5361,5391,5483,5687,5839,5961,6133
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","  Health care",2897,3009,3130,3331,3670,3978,4204,4510,4844,5026,5224,5403,5639,5828,6038,6325,6423,6681,7044,7321,7526
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","  Transportation services",829,878,932,1014,996,962,966,985,1002,1001,1019,1005,950,960,1012,1032,1070,1135,1188,1221,1268
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","  Recreation services",872,914,977,1021,1050,1062,1101,1158,1206,1238,1313,1330,1316,1360,1349,1411,1448,1496,1557,1596,1680
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","  Food services and accommodations",1222,1271,1316,1375,1407,1457,1515,1584,1632,1676,1748,1773,1755,1811,1901,2013,2082,2172,2309,2386,2408
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","  Financial services and insurance",1201,1308,1435,1596,1530,1535,1612,1787,1998,2144,2341,2469,2408,2599,2780,2863,3002,3244,3481,3667,3938
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","  Other services",1438,1570,1634,1754,1896,1948,2050,2116,2183,2295,2392,2441,2433,2479,2494,2489,2492,2529,2587,2704,2795
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"..."," Final consumption expenditures of nonprofit institutions serving households (NPISHs)",578,693,743,833,947,1018,1074,1038,1104,1192,1236,1377,1407,1429,1519,1608,1651,1681,1718,1809,1861
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"..."," Gross output of nonprofit institutions",2061,2229,2342,2520,2756,2965,3083,3151,3349,3516,3667,3891,4061,4212,4390,4584,4699,4818,5008,5254,5452
 "39000" ,"Ohio",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"..."," Less: Receipts from sales of goods and services by nonprofit institutions",1483,1536,1599,1688,1810,1947,2009,2114,2245,2324,2431,2514,2654,2783,2871,2976,3048,3138,3289,3445,3591
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",16206,16957,17774,18833,19660,20039,21013,22072,23590,24959,26107,27158,26476,27238,28511,29449,30034,31187,31695,32265,33056
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",6638,6835,7232,7643,7831,7810,8122,8569,9156,9756,10216,10459,9875,10248,10860,11248,11481,11745,11563,11515,11701
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2513,2704,2898,2961,3022,3063,3171,3321,3479,3554,3768,3569,3337,3409,3505,3672,3779,3850,3925,3906,3961
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1217,1305,1411,1415,1477,1503,1516,1518,1511,1465,1558,1394,1327,1410,1469,1612,1692,1726,1764,1719,1691
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",488,529,568,588,596,604,639,688,752,797,832,816,762,752,762,771,786,815,835,846,858
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",531,581,615,632,634,636,679,758,839,884,944,925,832,813,810,809,813,809,816,827,876
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",277,289,305,325,315,319,337,356,377,408,434,434,416,435,465,480,487,500,510,513,535
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4125,4131,4333,4682,4809,4747,4951,5248,5677,6201,6448,6889,6539,6839,7355,7576,7703,7895,7638,7609,7741
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1485,1491,1524,1558,1584,1543,1588,1642,1734,1799,1883,1971,2003,2018,2088,2120,2210,2325,2375,2407,2406
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",741,741,767,810,813,810,828,842,885,919,925,921,897,916,954,983,970,968,970,976,978
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",620,547,563,737,751,678,743,854,1047,1283,1326,1592,1160,1354,1683,1765,1802,1747,1342,1198,1259
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1278,1352,1478,1577,1662,1716,1793,1910,2012,2201,2313,2405,2479,2551,2631,2708,2720,2855,2951,3028,3098
 "40000" ,"Oklahoma",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",9569,10122,10543,11190,11829,12229,12891,13503,14433,15204,15891,16699,16601,16990,17651,18201,18553,19442,20132,20750,21354
